orden,ORDEN,IDREGION,IDCDP,CODGEO,REGION,DEPROV,COMUNA,RBD,DVRBD,NOMBRE,ALUMNOS,DDCIA,DDCIA_N,RURALIDAD,RURALIDAD_N,GRUPO,GRUPO_N,ALUM_LEN,ALUM_MAT,ALUM_NAT,PROM_LEN,PROM_MAT,Nivel Logro,PROM_NAT,DIF_LEN,SIG_LEN,DIF_MAT,SIG_MAT,DIF_NAT,SIG_NAT,DIFGRU_LEN,SIGGRU_LEN,DIFGRU_MAT,SIGGRU_MAT,DIFGRU_NAT,SIGGRU_NAT
532,1191,5,51,5401,Región de Valparaíso,Quillota - Petorca,Quillota,1378,1,Escuela Básica Abel Guerrero Aguirre,32,MD,2,R,0,B,1,31,31,32,237,227,Inicial,229,5,0,25,1,12,0,-9,-1,-7,0,-7,0
533,1196,5,51,5401,Región de Valparaíso,Quillota - Petorca,Quillota,1384,6,Escuela Básica El Boco,14,MD,2,R,0,A,0,14,14,13,236,202,Inicial,216,44,1,20,0,30,1,-4,0,-21,-1,-21,-1
534,1179,5,51,5401,Región de Valparaíso,Quillota - Petorca,Quillota,1393,5,Colegio Niño Jesús de Praga,41,PS,4,U,1,C,2,41,40,40,281,281,Intermedio,283,-2,0,-10,0,-4,0,18,1,27,1,27,1
535,1066,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1394,3,Escuela Parroquial Sagrados Corazones,15,PS,4,U,1,B,1,15,15,15,255,222,Inicial,234,54,1,29,1,31,1,9,0,-12,-1,-12,-1
536,1186,5,51,5401,Región de Valparaíso,Quillota - Petorca,Quillota,1395,1,Colegio San Pedro Nolasco de Quinta,80,PS,4,U,1,C,2,80,78,78,240,237,Intermedio,251,2,0,17,1,8,0,-23,-1,-17,-1,-17,-1
537,1180,5,51,5401,Región de Valparaíso,Quillota - Petorca,Quillota,1403,6,Colegio Nuestra Señora del Huerto,9,PP,3,U,1,D,3,9,9,9,328,308,Avanzado,319,19,0,1,0,37,1,44,1,29,1,29,1
538,1206,5,51,5401,Región de Valparaíso,Quillota - Petorca,Quillota,1413,3,Quillota English College,22,PS,4,U,1,D,3,22,22,22,255,231,Inicial,250,-3,0,3,0,-6,0,-29,-1,-48,-1,-48,-1
539,1075,5,51,5402,Región de Valparaíso,Quillota - Petorca,La Cruz,1414,1,Colegio Leonardo Da Vinci,16,MD,2,U,1,B,1,16,15,15,218,195,Inicial,226,-34,-1,-38,-1,-39,-1,-28,-1,-39,-1,-39,-1
540,1079,5,51,5402,Región de Valparaíso,Quillota - Petorca,La Cruz,1417,6,Escuela de Bolonia,23,MD,2,R,0,B,1,23,23,23,248,238,Intermedio,232,0,0,-5,0,6,0,2,0,4,0,4,0
542,1080,5,51,5402,Región de Valparaíso,Quillota - Petorca,La Cruz,1421,4,Liceo San Isidro,31,PS,4,U,1,C,2,31,31,31,259,238,Intermedio,265,18,1,-5,0,7,0,-4,0,-16,-1,-16,-1
543,1058,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1423,0,Escuela Básica Josefina Huici,14,MD,2,U,1,A,0,13,14,14,199,213,Inicial,199,-36,-1,-14,0,4,0,-41,-1,-10,0,-10,0
544,1057,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1424,9,Escuela Básica Irma Sapiain Sapiain,37,MD,2,U,1,B,1,37,37,37,224,213,Inicial,215,6,0,8,0,-27,-1,-22,-1,-21,-1,-21,-1
545,1059,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1425,7,Escuela Básica Las Acacias,31,MD,2,U,1,B,1,30,31,31,218,198,Inicial,205,6,0,-1,0,-11,0,-28,-1,-36,-1,-36,-1
546,1061,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1427,3,Escuela Básica Palestina,27,MD,2,U,1,B,1,26,27,27,179,165,Inicial,186,*,,*,,-40,-1,-67,-1,-69,-1,-69,-1
547,1055,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1433,8,Escuela Básica El Libertador,14,MD,2,U,1,B,1,14,14,14,269,266,Intermedio,237,27,1,27,1,0,0,23,1,32,1,32,1
548,1070,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1436,2,Liceo Particular San José,69,PS,4,U,1,C,2,68,69,68,269,260,Intermedio,264,35,1,32,1,1,0,6,1,6,1,6,1
549,1069,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1437,0,Escuela Técnica Femenina - Escuela Particular Teresa Brown de Ariztía,69,PS,4,U,1,C,2,69,69,69,279,263,Intermedio,271,1,0,17,1,7,0,16,1,9,1,9,1
550,1068,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1440,0,Escuela Particular Lucero,7,PP,3,U,1,D,3,7,7,7,267,268,Intermedio,251,-14,0,-8,0,-,,-17,0,-11,0,-11,0
551,1048,5,51,5403,Región de Valparaíso,Quillota - Petorca,La Calera,1442,7,Colegio John Crane,13,PS,4,U,1,D,3,12,13,13,269,272,Intermedio,266,58,1,53,1,-,,-15,-1,-7,0,-7,0
552,1139,5,51,5404,Región de Valparaíso,Quillota - Petorca,Nogales,1444,3,Liceo Juan Rusque Portal,22,MD,2,U,1,B,1,22,22,22,224,222,Inicial,208,6,0,23,1,2,0,-22,-1,-12,-1,-12,-1
553,1138,5,51,5404,Región de Valparaíso,Quillota - Petorca,Nogales,1447,8,Escuela Básica Ulda Aracena González,51,MD,2,U,1,B,1,48,49,47,231,209,Inicial,216,8,0,3,0,10,0,-15,-1,-25,-1,-25,-1
554,1137,5,51,5404,Región de Valparaíso,Quillota - Petorca,Nogales,1448,6,Escuela Básica La Peña,11,MD,2,R,0,B,1,11,11,11,257,232,Inicial,240,20,0,24,1,26,1,11,0,-2,0,-2,0
555,1035,5,51,5405,Región de Valparaíso,Quillota - Petorca,Hijuelas,1454,0,Escuela Básica Adriana Riquelme Núñez,15,MD,2,U,1,A,0,15,15,15,256,252,Intermedio,247,5,0,30,1,-6,0,16,1,29,1,29,1
556,1041,5,51,5405,Región de Valparaíso,Quillota - Petorca,Hijuelas,1455,9,Escuela Mónica Hurtado Edwards,6,MD,2,R,0,B,1,6,6,6,226,219,Inicial,231,28,0,16,0,-,,-20,0,-15,0,-15,0
557,1034,5,51,5405,Región de Valparaíso,Quillota - Petorca,Hijuelas,1456,7,Escuela Ana Jesús Ibacache,20,MD,2,R,0,B,1,19,20,20,235,198,Inicial,207,-12,0,-23,-1,-54,-1,-11,-1,-36,-1,-36,-1
558,1036,5,51,5405,Región de Valparaíso,Quillota - Petorca,Hijuelas,1457,5,Escuela Básica Benjamín Matte Larraín,10,MD,2,R,0,A,0,10,10,10,222,203,Inicial,231,-27,-1,-22,0,20,0,-18,-1,-20,-1,-20,-1
559,1038,5,51,5405,Región de Valparaíso,Quillota - Petorca,Hijuelas,1458,3,Escuela Básica La Sombra,17,MD,2,R,0,A,0,17,16,16,243,248,Intermedio,239,-28,-1,-33,-1,-31,-1,3,0,25,1,25,1
560,1040,5,51,5405,Región de Valparaíso,Quillota - Petorca,Hijuelas,1459,1,Escuela Básica Rabuco,12,MD,2,R,0,B,1,12,12,12,236,231,Inicial,242,21,1,38,1,13,0,-10,0,-3,0,-3,0
561,1039,5,51,5405,Región de Valparaíso,Quillota - Petorca,Hijuelas,1462,1,Escuela Básica Los Tilos de Hualcapo,6,MD,2,R,0,B,1,6,6,6,212,197,Inicial,193,-,,-,,-,,-34,-1,-37,-1,-37,-1
562,1126,5,51,5406,Región de Valparaíso,Quillota - Petorca,Limache,1466,4,Escuela Básica Superior de Hombres 88,25,MD,2,U,1,B,1,25,25,24,259,236,Intermedio,257,11,0,-7,0,11,0,13,1,2,0,2,0
564,1123,5,51,5406,Región de Valparaíso,Quillota - Petorca,Limache,1471,0,Escuela Básica Limachito,9,MD,2,U,1,A,0,6,8,7,207,229,Inicial,237,-43,-1,-19,0,5,0,-33,-1,6,0,6,0
565,1487,5,53,5509,Región de Valparaíso,Valparaíso,Concón,1474,5,Escuela Básica Puente Colmo,20,MD,2,R,0,B,1,19,20,20,211,205,Inicial,215,-39,-1,-29,-1,-8,0,-35,-1,-29,-1,-29,-1
566,1127,5,51,5406,Región de Valparaíso,Quillota - Petorca,Limache,1475,3,Escuela Básica Tranque Lliu Lliu,6,MD,2,R,0,C,2,6,6,6,214,211,Inicial,216,-,,-,,-,,-49,-1,-43,-1,-43,-1
567,1111,5,51,5406,Región de Valparaíso,Quillota - Petorca,Limache,1478,8,Colegio de La Santa Cruz,41,PS,4,U,1,C,2,40,41,41,270,257,Intermedio,263,6,0,-11,0,8,0,7,1,3,0,3,0
568,1130,5,51,5406,Región de Valparaíso,Quillota - Petorca,Limache,1479,6,Escuela Subvencionada Rosa Martinez,26,PS,4,U,1,B,1,26,26,26,233,219,Inicial,238,6,0,16,0,6,0,-13,-1,-15,-1,-15,-1
569,1113,5,51,5406,Región de Valparaíso,Quillota - Petorca,Limache,1481,8,Colegio Inglés Religiosas Pasionistas,31,PS,4,U,1,D,3,28,31,31,262,268,Intermedio,271,-17,-1,-14,-1,15,1,-22,-1,-11,-1,-11,-1
570,1132,5,51,5406,Región de Valparaíso,Quillota - Petorca,Limache,1482,6,Limache College,36,PS,4,U,1,C,2,34,35,35,258,250,Intermedio,243,-12,0,-11,0,-37,-1,-5,0,-4,0,-4,0
571,1150,5,51,5407,Región de Valparaíso,Quillota - Petorca,Olmué,1490,7,Escuela Básica Quebrada de Alvarado,19,MD,2,R,0,B,1,19,18,18,257,247,Intermedio,245,-26,-1,-16,0,33,1,11,1,13,1,13,1
572,1147,5,51,5407,Región de Valparaíso,Quillota - Petorca,Olmué,1491,5,Escuela Básica Lo Narváez,19,MD,2,U,1,A,0,19,19,19,251,217,Inicial,222,-3,0,-23,-1,6,0,11,1,-6,0,-6,0
573,1145,5,51,5407,Región de Valparaíso,Quillota - Petorca,Olmué,1493,1,Escuela Básica La Dormida,10,MD,2,R,0,B,1,10,10,10,253,235,Intermedio,242,-,,-5,0,-18,0,7,0,1,0,1,0
574,1152,5,51,5407,Región de Valparaíso,Quillota - Petorca,Olmué,1496,6,Escuela Las Palmas de La Dormida,13,MD,2,R,0,B,1,13,13,13,285,245,Intermedio,273,-,,-,,-,,39,1,11,0,11,0
576,1143,5,51,5407,Región de Valparaíso,Quillota - Petorca,Olmué,1500,8,Colegio Ignacio Carrera Pinto,31,PS,4,U,1,B,1,30,30,31,239,226,Inicial,243,-22,-1,-23,-1,-3,0,-7,0,-8,-1,-8,-1
577,1598,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1506,7,Centro Educativo Florida,16,MC,1,U,1,A,0,16,16,15,217,178,Inicial,198,29,1,-2,0,2,0,-23,-1,-45,-1,-45,-1
579,1701,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1516,4,Liceo Politécnico Alfredo Nazar Feres,26,MC,1,U,1,C,2,24,24,24,262,230,Inicial,236,25,1,15,0,13,0,-1,0,-24,-1,-24,-1
580,1695,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1521,0,Liceo de Niñas María Franck,24,MC,1,U,1,B,1,23,22,22,254,249,Intermedio,257,-17,-1,10,0,-9,0,8,0,15,1,15,1
581,1700,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1522,9,Liceo Pedro Montt,18,MC,1,U,1,B,1,17,18,18,206,176,Inicial,204,-7,0,-26,-1,8,0,-40,-1,-58,-1,-58,-1
582,1665,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1523,7,Escuela Básica Naciones Unidas,64,MC,1,U,1,B,1,61,56,55,250,235,Intermedio,235,15,1,11,0,0,0,4,0,1,0,1,0
583,1688,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1524,5,Escuela República Árabe Siria,15,MC,1,U,1,A,0,15,13,12,209,195,Inicial,202,-22,-1,-20,0,10,0,-31,-1,-28,-1,-28,-1
584,1690,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1526,1,Escuela República de Paraguay,38,MC,1,U,1,B,1,36,36,36,225,216,Inicial,219,-21,-1,-16,-1,12,0,-21,-1,-18,-1,-18,-1
585,1670,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1534,2,Escuela Básica República del Uruguay,121,MC,1,U,1,B,1,106,115,116,246,212,Inicial,225,9,0,2,0,14,1,0,0,-22,-1,-22,-1
586,1687,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1537,7,Escuela Ramón Barros Luco,78,MC,1,U,1,C,2,77,78,78,245,232,Inicial,237,-14,-1,21,1,-9,0,-18,-1,-22,-1,-22,-1
587,1659,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1538,5,Escuela Básica J. J. Latorre Benavente,19,MC,1,U,1,B,1,18,18,18,232,213,Inicial,232,5,0,24,1,21,1,-14,-1,-21,-1,-21,-1
588,1673,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1540,7,Escuela Blas Cuevas-Ramón Allende,11,MC,1,U,1,B,1,10,9,9,179,180,Inicial,190,-26,-1,-15,0,-15,0,-67,-1,-54,-1,-54,-1
589,1669,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1541,5,Escuela Básica República de El Salvador,44,MC,1,U,1,B,1,43,43,42,214,204,Inicial,210,-16,-1,-9,0,7,0,-32,-1,-30,-1,-30,-1
590,1677,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1542,3,Escuela Joaquín Edwards Bello,44,MC,1,U,1,B,1,19,43,44,205,190,Inicial,200,9,0,-5,0,4,0,-41,-1,-44,-1,-44,-1
591,1660,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1545,8,Escuela Básica Japón,13,MC,1,U,1,B,1,12,11,11,180,195,Inicial,200,-20,0,17,0,-6,0,-66,-1,-39,-1,-39,-1
592,1689,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1549,0,Escuela República de México,23,MC,1,U,1,B,1,23,23,23,224,212,Inicial,221,22,1,23,1,3,0,-22,-1,-22,-1,-22,-1
593,1666,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1550,4,Escuela Básica Pacífico,16,MC,1,U,1,B,1,16,16,16,258,263,Intermedio,260,11,0,5,0,55,1,12,1,29,1,29,1
594,1654,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1553,9,Escuela Básica España,60,MC,1,U,1,C,2,56,59,60,236,232,Inicial,239,23,1,33,1,-2,0,-27,-1,-22,-1,-22,-1
595,1668,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1554,7,Escuela Básica República de Bolivia,30,MC,1,U,1,B,1,30,30,30,230,211,Inicial,240,-8,0,-15,0,26,1,-16,-1,-23,-1,-23,-1
596,1655,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1555,5,Escuela Básica Estado de Israel,24,MC,1,U,1,B,1,23,22,24,232,237,Intermedio,216,-7,0,12,0,27,1,-14,-1,3,0,3,0
597,1653,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1556,3,Escuela Básica Eleuterio Ramírez,26,MC,1,U,1,B,1,24,26,25,194,187,Inicial,197,-64,-1,-67,-1,-15,0,-52,-1,-47,-1,-47,-1
598,1650,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1557,1,Escuela Básica Ciudad de Berlín,16,MC,1,U,1,C,2,15,15,15,229,199,Inicial,222,-9,0,-8,0,-8,0,-34,-1,-55,-1,-55,-1
599,1667,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1568,7,Escuela Básica República Argentina,25,MC,1,U,1,C,2,25,24,24,252,240,Intermedio,237,2,0,18,1,-23,-1,-11,-1,-14,-1,-14,-1
600,1686,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1569,5,Escuela Piloto Luis Pardo Villalón,37,MC,1,U,1,C,2,36,33,33,265,273,Intermedio,260,10,0,24,1,-6,0,2,0,19,1,19,1
601,1649,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1570,9,Escuela Básica Cirujano Videla,53,MC,1,U,1,B,1,47,53,53,246,219,Inicial,234,13,0,-4,0,21,1,0,0,-15,-1,-15,-1
602,1671,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1571,7,Escuela Básica San Judas Tadeo,19,MC,1,U,1,B,1,19,18,18,245,225,Inicial,228,33,1,34,1,-5,0,-1,0,-9,0,-9,0
603,1702,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1579,2,Liceo Santa Teresa,30,PS,4,U,1,C,2,30,29,29,255,255,Intermedio,270,-14,0,-5,0,35,1,-8,-1,1,0,1,0
604,1613,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1583,0,Colegio Jeanne D'Arc,40,PS,4,U,1,C,2,22,40,40,245,213,Inicial,234,-7,0,-29,-1,-3,0,-18,-1,-41,-1,-41,-1
605,1694,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1585,7,Liceo Coeducacional La Igualdad,81,PS,4,U,1,C,2,78,81,81,254,246,Intermedio,241,-1,0,3,0,-3,0,-9,-1,-8,-1,-8,-1
606,1597,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1586,5,Carlos Cousiño,30,PS,4,U,1,D,3,30,30,30,289,283,Intermedio,282,-2,0,0,0,4,0,5,0,4,0,4,0
607,1619,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1587,3,Colegio María Auxiliadora,44,PS,4,U,1,D,3,40,44,44,276,252,Intermedio,258,-16,-1,-21,-1,-16,-1,-8,-1,-27,-1,-27,-1
608,1622,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1588,1,Colegio Nuestra Señora de La Misericordia,24,PS,4,U,1,D,3,21,24,24,274,273,Intermedio,276,-3,0,2,0,26,1,-10,-1,-6,0,-6,0
609,1634,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1590,3,Colegio Salesiano Valparaíso,67,PS,4,U,1,D,3,65,67,66,290,282,Intermedio,302,2,0,-11,0,3,0,6,1,3,0,3,0
610,1635,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1594,6,Colegio San Damián,45,PS,4,U,1,C,2,45,44,44,231,211,Inicial,219,-3,0,-13,-1,-17,-1,-32,-1,-43,-1,-43,-1
611,1605,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1595,4,Colegio Arturo Edwards,67,PS,4,U,1,C,2,65,66,66,274,262,Intermedio,274,0,0,-4,0,-15,-1,11,1,8,1,8,1
612,1626,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1598,9,Colegio Particular Adventista,43,PS,4,U,1,C,2,42,42,42,277,275,Intermedio,278,10,0,38,1,10,0,14,1,21,1,21,1
613,1633,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1599,7,Colegio Sagrado Corazón de Jesús,34,PS,4,U,1,C,2,33,34,34,242,223,Inicial,231,9,0,-6,0,-15,-1,-21,-1,-31,-1,-31,-1
614,1630,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1600,4,Colegio Patrocinio San José,31,PS,4,U,1,C,2,30,31,31,251,244,Intermedio,262,-15,-1,9,0,-11,0,-12,-1,-10,-1,-10,-1
615,1691,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1601,2,Escuela Sagrada Familia de Nazareth,50,PS,4,U,1,C,2,48,50,50,277,276,Intermedio,291,6,0,30,1,64,1,14,1,22,1,22,1
616,1608,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1602,0,Colegio Esperanza,36,PS,4,U,1,C,2,34,33,36,256,253,Intermedio,256,-9,0,7,0,24,1,-7,-1,-1,0,-1,0
617,1628,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1603,9,Colegio Particular San Pío X,36,PS,4,U,1,C,2,36,36,36,282,264,Intermedio,267,36,1,29,1,21,1,19,1,10,1,10,1
618,1685,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1606,3,Escuela Particular Vaccarezza,16,PS,4,U,1,C,2,16,15,15,253,242,Intermedio,260,27,1,13,0,24,1,-10,-1,-12,-1,-12,-1
619,1681,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1609,8,Escuela Particular Fray Luis Beltrán,31,PS,4,U,1,C,2,31,31,31,293,285,Intermedio,281,14,0,9,0,6,0,30,1,31,1,31,1
620,1602,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1610,1,Colegio Alberto Hurtado Segundo,50,PS,4,U,1,C,2,41,50,50,254,247,Intermedio,258,0,0,0,0,8,0,-9,-1,-7,-1,-7,-1
621,1607,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1617,9,Colegio Dabruna,25,PS,4,U,1,C,2,25,25,25,259,252,Intermedio,263,4,0,33,1,16,0,-4,0,-2,0,-2,0
622,1693,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1619,5,Junior School N° 2,60,PS,4,U,1,B,1,59,58,59,261,250,Intermedio,257,0,0,5,0,-3,0,15,1,16,1,16,1
623,1620,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1620,9,Colegio Miguel de Unamuno,45,PS,4,U,1,C,2,43,43,44,247,241,Intermedio,269,-2,0,17,1,11,0,-16,-1,-13,-1,-13,-1
624,1699,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1621,7,Liceo Mixto José Miguel Carrera,24,PS,4,U,1,C,2,24,22,22,217,209,Inicial,224,-17,0,-14,0,-7,0,-46,-1,-45,-1,-45,-1
625,1612,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1629,2,Colegio Internacional,11,PP,3,U,1,D,3,11,11,11,279,270,Intermedio,258,-11,0,5,0,5,0,-5,0,-9,0,-9,0
626,1767,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1631,4,Colegio de Los Sagrados Corazones,80,PP,3,U,1,E,4,77,78,78,303,300,Avanzado,303,1,0,-5,0,-9,0,1,0,-4,0,-4,0
627,1611,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1632,2,Colegio Inmaculada Concepción Nuestra Señora de Lourdes,39,PS,4,U,1,D,3,38,39,39,290,275,Intermedio,275,-3,0,-2,0,-2,0,6,0,-4,0,-4,0
628,1705,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1634,9,Seminario San Rafael,57,PP,3,U,1,E,4,57,57,57,305,293,Avanzado,273,-3,0,-13,-1,-19,-1,3,0,-11,-1,-11,-1
629,1601,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1635,7,Colegio Agustín Edwards,22,PS,4,U,1,D,3,22,22,22,245,242,Intermedio,250,-29,-1,-3,0,-24,-1,-39,-1,-37,-1,-37,-1
632,1645,5,53,5501,Región de Valparaíso,Valparaíso,Valparaíso,1662,4,English College Villa Placeres,10,PP,3,U,1,D,3,10,10,10,265,240,Intermedio,267,56,1,48,1,33,1,-19,-1,-39,-1,-39,-1
633,1843,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1667,5,Escuela Especial Adolfo Tannenbaum B.,27,MC,1,U,1,C,2,26,27,27,229,225,Inicial,244,-20,-1,-14,0,29,1,-34,-1,-29,-1,-29,-1
634,1830,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1677,2,Escuela Básica República de Ecuador,102,MC,1,U,1,C,2,100,100,99,267,261,Intermedio,266,12,1,29,1,32,1,4,0,7,1,7,1
635,1837,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1678,0,Escuela Básica Unesco,33,MC,1,U,1,B,1,33,33,33,268,262,Intermedio,246,16,1,35,1,21,1,22,1,28,1,28,1
636,1827,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1680,2,Escuela Básica Orlando Peña Carvajal,20,MC,1,U,1,C,2,19,18,19,276,251,Intermedio,260,11,0,4,0,43,1,13,1,-3,0,-3,0
637,1799,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1681,0,Colegio República de Colombia,17,MC,1,U,1,B,1,17,17,17,242,234,Intermedio,226,-31,-1,-14,0,-14,0,-4,0,0,0,0,0
638,1791,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1682,9,Colegio Miraflores,112,MC,1,U,1,B,1,105,110,107,244,237,Intermedio,241,-8,0,-7,0,17,1,-2,0,3,0,3,0
639,1847,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1684,5,Escuela Libertador Bernardo O'Higgins Riquelme,33,MC,1,U,1,C,2,33,32,32,245,248,Intermedio,243,5,0,16,1,-13,0,-18,-1,-6,0,-6,0
640,1842,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1685,3,Escuela Dr. Oscar Marín Socias,96,MC,1,U,1,B,1,91,84,59,210,218,Inicial,216,-18,-1,-5,0,5,0,-36,-1,-16,-1,-16,-1
641,1813,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1688,8,Escuela Almirante Gómez Carreño,63,MC,1,U,1,C,2,61,60,61,231,234,Intermedio,248,-8,0,-3,0,4,0,-32,-1,-20,-1,-20,-1
642,1486,5,53,5509,Región de Valparaíso,Valparaíso,Concón,1689,6,Escuela Básica Oro Negro,54,MD,2,U,1,B,1,54,49,49,227,243,Intermedio,251,8,0,27,1,17,1,-19,-1,9,1,9,1
643,1831,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1692,6,Escuela Básica República de Guatemala,42,MC,1,U,1,B,1,41,41,41,233,219,Inicial,230,-1,0,6,0,12,0,-13,-1,-15,-1,-15,-1
644,1814,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1693,4,Escuela Básica 21 de Mayo,23,MC,1,U,1,C,2,23,22,22,274,262,Intermedio,246,39,1,28,1,31,1,11,1,8,0,8,0
645,1832,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1695,0,Escuela Básica República de Perú,34,MC,1,U,1,C,2,34,33,33,257,264,Intermedio,255,9,0,25,1,20,1,-6,0,10,1,10,1
646,1817,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1696,9,Escuela Básica Chorrillos,14,MC,1,U,1,B,1,14,14,14,232,238,Intermedio,232,7,0,15,0,-7,0,-14,-1,4,0,4,0
647,1844,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1697,7,Escuela Gastón Ossa Saint Marie,40,MC,1,U,1,C,2,38,40,40,215,210,Inicial,228,-16,-1,-15,-1,0,0,-48,-1,-44,-1,-44,-1
648,1485,5,53,5509,Región de Valparaíso,Valparaíso,Concón,1699,3,Escuela Básica Irma Salas Silva,26,MD,2,U,1,B,1,25,25,25,232,210,Inicial,225,-1,0,-28,-1,-28,-1,-14,-1,-24,-1,-24,-1
649,1818,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1700,0,Escuela Básica Doctor Adriano Machado Pardo,26,MC,1,U,1,B,1,25,24,24,231,218,Inicial,227,-38,-1,-51,-1,-6,0,-15,-1,-16,-1,-16,-1
650,1852,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1703,5,Escuela Presidente José Manuel Balmaceda,28,MC,1,U,1,D,3,28,27,27,270,262,Intermedio,249,-16,0,-16,-1,-33,-1,-14,-1,-17,-1,-17,-1
651,1822,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1704,3,Escuela Básica John Kennedy,33,MC,1,U,1,C,2,30,33,33,233,215,Inicial,226,7,0,-9,0,-7,0,-30,-1,-39,-1,-39,-1
652,1826,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1707,8,Escuela Básica Ministro Zenteno,85,MC,1,U,1,C,2,84,84,84,255,244,Intermedio,244,5,0,-4,0,-11,-1,-8,-1,-10,-1,-10,-1
